UUID,legislative_body,bill_number,status,status_date,title,description,legiscan_url,last_action
US-HB114,US,HB114,Introduced,2025-01-03,Responsible Path to Full Obamacare Repeal Act,To repeal the Patient Protection and Affordable Care Act and the Health Care and Education Reconciliation Act of 2010.,https://legiscan.com/US/bill/HB114/2025,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Ways and Means, Education and Workforce, Natural Resources, the Judiciary, House Administration, Rules, and Appropriations, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HB115,US,HB115,Introduced,2025-01-03,No Free Rent for Freeloaders Act of 2025,"To establish a penalty for the Department of Housing and Urban Development for failure to enforce compliance with the public housing community service and self-sufficiency requirement under law, and for other purposes.",https://legiscan.com/US/bill/HB115/2025,"Referred to the Committee on Financial Services, and in addition to the Committee on Appropriations, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HB116,US,HB116,Introduced,2025-01-03,Stopping Border Surges Act,"To close loopholes in the immigration laws that serve as incentives to aliens to attempt to enter the United States unlawfully, and for other purposes.",https://legiscan.com/US/bill/HB116/2025,"Referred to the Committee on the Judiciary, and in addition to the Committee on Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HB117,US,HB117,Introduced,2025-01-03,Fourth Amendment Restoration Act,To repeal the Foreign Intelligence Surveillance Act.,https://legiscan.com/US/bill/HB117/2025,"Referred to the Committee on the Judiciary, and in addition to the Committee on Intelligence (Permanent Select), for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HB118,US,HB118,Introduced,2025-01-03,No Federal Funds for Political Prosecutions Act,To prohibit the use of forfeited funds made available to certain State or local law enforcement agencies pursuant to equitable sharing for certain purposes.,https://legiscan.com/US/bill/HB118/2025,"Referred to the Committee on the Judiciary, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HB119,US,HB119,Introduced,2025-01-03,"To prohibit any entity that receives Federal funds from the COVID relief packages from mandating employees receive a COVID19 vaccine, and for other purposes.","To prohibit any entity that receives Federal funds from the COVID relief packages from mandating employees receive a COVID19 vaccine, and for other purposes.",https://legiscan.com/US/bill/HB119/2025,"Referred to the Committee on Oversight and Government Reform, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HB120,US,HB120,Introduced,2025-01-03,No Mandates Act,"To prohibit COVID19 vaccination mandates, and for other purposes.",https://legiscan.com/US/bill/HB120/2025,"Referred to the Committee on Oversight and Government Reform, and in addition to the Committees on House Administration, and Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HB121,US,HB121,Introduced,2025-01-03,No Vaccine Passports Act,"To prohibit agencies from issuing vaccine passports, and for other purposes.",https://legiscan.com/US/bill/HB121/2025,"Referred to the Committee on Oversight and Government Reform, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HB122,US,HB122,Introduced,2025-01-03,Original LAW Act Original Living American Wage Act,"To amend the Fair Labor Standards Act to provide for the calculation of the minimum wage based on the Federal supplemental poverty threshold for a renter family of 4, with 2 children under the age of 18, as determined by the Bureau of the Census, and for other purposes.",https://legiscan.com/US/bill/HB122/2025,Referred to the House Committee on Education and Workforce.
US-HB123,US,HB123,Introduced,2025-01-03,Improving Science in Chemical Assessments Act,"To direct that certain assessments with respect to toxicity of chemicals be carried out by the program offices of the Environmental Protection Agency, and for other purposes.",https://legiscan.com/US/bill/HB123/2025,"Referred to the Committee on Science, Space, and Technology, and in addition to the Committee on Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HB124,US,HB124,Introduced,2025-01-03,To amend title XIX of the Social Security Act to provide incentives for education on the risk of renal medullary carcinoma in individuals who are receiving medical assistance under such title and who have sickle cell disease.,To amend title XIX of the Social Security Act to provide incentives for education on the risk of renal medullary carcinoma in individuals who are receiving medical assistance under such title and who have sickle cell disease.,https://legiscan.com/US/bill/HB124/2025,Referred to the House Committee on Energy and Commerce.
US-HB125,US,HB125,Introduced,2025-01-03,Limiting Emergency Powers Act of 2025,"To amend the National Emergencies Act to provide that a national emergency declared by the President terminates 30 days after the declaration unless a joint resolution affirming such declaration is enacted into law, and for other purposes.",https://legiscan.com/US/bill/HB125/2025,"Referred to the Subcommittee on Economic Development, Public Buildings, and Emergency Management."
US-HB126,US,HB126,Introduced,2025-01-03,Original Students Voicing Opinions in Today’s Elections (VOTE) Act,To direct the Election Assistance Commission to carry out a pilot program under which the Commission shall provide funds to local educational agencies for initiatives to provide voter registration information to secondary school students in the 12th grade.,https://legiscan.com/US/bill/HB126/2025,Referred to the House Committee on House Administration.
US-HB127,US,HB127,Introduced,2025-01-03,Protection from Obamacare Mandates and Congressional Equity Act,To amend the Internal Revenue Code of 1986 to provide an exemption to the individual mandate to maintain health coverage for individuals residing in counties with fewer than 2 health insurance issuers offering plans on an Exchange; to require Members of Congress and congressional staff to abide by the Patient Protection and Affordable Care Act with respect to health insurance coverage; and for other purposes.,https://legiscan.com/US/bill/HB127/2025,"Referred to the Committee on Ways and Means, and in addition to the Committees on Energy and Commerce, House Administration, and Oversight and Government Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HB128,US,HB128,Introduced,2025-01-03,Fentanyl is a WMD Act,"To require the Assistant Secretary for the Countering Weapons of Mass Destruction Office of the Department of Homeland Security to treat illicit fentanyl as a weapon of mass destruction, and for other purposes.",https://legiscan.com/US/bill/HB128/2025,Referred to the Subcommittee on Emergency Management and Technology.
US-HB129,US,HB129,Introduced,2025-01-03,Abolish the ATF Act,"To abolish the Bureau of Alcohol, Tobacco, Firearms and Explosives.",https://legiscan.com/US/bill/HB129/2025,Referred to the House Committee on the Judiciary.
US-HB130,US,HB130,Introduced,2025-01-03,Trust the Science Act,To require the Secretary of the Interior to reissue regulations removing the gray wolf from the list of endangered and threatened wildlife under the Endangered Species Act of 1973.,https://legiscan.com/US/bill/HB130/2025,Referred to the House Committee on Natural Resources.
US-HB131,US,HB131,Introduced,2025-01-03,Finish the Arkansas Valley Conduit Act,To make certain modifications to the repayment for the Arkansas Valley Conduit in the State of Colorado.,https://legiscan.com/US/bill/HB131/2025,Referred to the House Committee on Natural Resources.
